,scientificName,stateProvince,municipality,verbatimLocality,verbatimCoordinates,verbatimElevation,eventDate,habitat,observaciones,Abundancia,Legatarios,Número de pliego
147,Rubus sp.,Lu,Cervantes,"entre Piornedo y Degrada, próximo al Río Ser",29TPH7344,960.0,03-VIII-2003,bosque de ribera de Corylus y Betula,,,J.L. Camaño & I. Gómez,LOU 25526
148,Chrysosplenium oppositifolium L.,Lu,Cervantes,"entre Piornedo y Degrada, próximo al Río Ser",,960.0,3-VIII-2003,PH7344,,,J.L. Camaño & I. Gómez,LOU 25527
149,Clematis vitalba L.,Or,Rubiá,"Covas, entrada al túnel de la N-120",29TPH70,,26-VII-2003,talud calizo,,,J.L. Camaño & I. Gómez,LOU 25528
150,Arnica montana L.,Or,Parada do Sil,Sacardebois,29TPG2392,,8-VI-2003,bosque de ribera,,,J.L. Camaño & I. Gómez,LOU 25529
151,Teucrium scorodonia L.,Po,Vigo,"Zamáns, bajo el embalse",29TNG2467,,24-VII-2003,bosque de ribera,,,J.L. Camaño & I. Gómez,LOU 25530
152,Eriophorum angustifolium Honck.,Or,Parada de Sil,ladera N del Monte Meda,29TPG1493,,08-VI-2003,turbera,,,J.L. Camaño & I. Gómez,LOU 25531
153,Athyrium filix-femina (L.) Roth,Po,Moaña,"Poza da Moura, bajo el Campo de Golf",29TNG2683,,06-VII-2003,"Eucaliptal, con restos de vegetación autóctona en cercanías de riachuelo",,,J.L. Camaño & I. Gómez,LOU 25532
154,Asplenium onopteris L.,Po,Forcarei,A Graña,29TNH6009,,04-VII-2003,ambiente ruderal,,,J.L. Camaño & I. Gómez,LOU 25533
155,Cystopteris sp.,Lu,Folgoso do Courel,Moreda,29TPH5421,,08-VI-2003,"grietas de muro calizo, ambiente ruderal",,,J.L. Camaño & I. Gómez,LOU 25534
156,Asplenium onopteris L.,Or,Parada do Sil,Sacardebois,29TPH2392,,8-VI-2003,bosque de ribera póximo a un riachuelo,,,J.L. Camaño & I. Gómez,LOU 25535
157,Galinsoga parviflora Cav.,Po,Mondariz,Mondariz,29TNG4676,,20-XI-2004,lindes de campos próximos al río,,abundante,J.L. Camaño,LOU 25536
158,Athyrium filix-femina (L.) Roth,Lu,Quiroga,"Montefurado, próximo al túnel",29TPG4794,,26-VII-2003,bosque de ribera,,,J.L. Camaño & I. Gómez,LOU 25537
159,Dryopteris affinis (Lowe) Fraser-Jenk.,Po,A Lama,Xende,29TNG4792,,03-VIII-2003,bosque de ribera,,,J.L. Camaño & I. Gómez,LOU 25538
160,Athyrium filix-femina (L.) Roth,Lu,Cervantes,"entre Piornedo y Degrada, próximo al Río Ser",29TPH7344,960.0,03-VIII-2003,bosque de ribera de Corylus y Betula,,,J.L. Camaño & I. Gómez,LOU 25539
161,Blechnum spicant (L.) Roth var. spicant,Po,Moaña,Fraga de Meira,29TNG28,,19-VI-2003,bosque de ribera,,,J.L. Camaño & I. Gómez,LOU 25540
162,Cystopteris sp.,Po,Forcarei,"Montes do Testeiro, Graña",29TNH6009,,04-VII-2003,"muros graníticos, en ambiente ruderal",,,J.L. Camaño & I. Gómez,LOU 25541
163,Asplenium billotii F.W. Schultz,Po,Forcarei,"Montes do Testeiro, Graña",29TNH6009,,04-VII-2003,"muros graníticos, en ambiente ruderal",,,J.L. Camaño & I. Gómez,LOU 25542
164,Solanum dulcamara L.,Po,Vigo,"Zamáns, bajo el embalse",29TNG2467,,24-VII-2003,bosque de ribera,,,J.L. Camaño & I. Gómez,LOU 25543
165,Carum verticillatum (L.) W.D.J. Koch,Or,Esgos,"O Rodicio, cerca del parque eólico",29TPG1091,,8-VI-2003,turbera,,,J.L. Camaño & I. Gómez,LOU 25544
166,Lychnis coronaria (L.) Desr.,Lu,O Incio,Incio,29TPH32,,15-VI-2003,talud en carretera,,,J.L. Camaño & I. Gómez,LOU 25545
167,Lychnis coronaria (L.) Desr.,Or,Sober,Lumeares,29TPH2694,,08-VI-2003,talud en carretera,,,J.L. Camaño & I. Gómez,LOU 25546
168,Reseda media Lag.,Po,Cotobade,bajo la Carballeira de San Xusto,29TNH30,,02-VII-2003,bosque de ribera,,,J.L. Camaño & I. Gómez,LOU 25547
169,Juncus effusus L.,Po,Salvaterra de Miño,orillas del Río Miño,29TNG3959,,13-VII-2003,bosque de ribera,,,J.L. Camaño & I. Gómez,LOU 25548
170,Cyperus eragrostis Lam.,Po,Salvaterra de Miño,orillas del Río Miño,29TNG3959,,13-VII-2003,bosque de ribera,,,J.L. Camaño & I. Gómez,LOU 25549
171,Hypericum humifusum L.,Po,Arbo,Playa fluvial en el Río Deva,29TNGNG5843763515,,13-VII-2003,Bosque de ribera de Alnus glutinosa,,,J.L. Camaño & I. Gómez,LOU 25550
172,Athyrium filix-femina (L.) Roth,Po,Arbo,Playa fluvial en el Río Deva,29TNGNG5843763515,,13-VII-2003,Bosque de ribera de Alnus glutinosa,,,J.L. Camaño & I. Gómez,LOU 25551
173,Asplenium billotii F.W. Schultz,Po,Covelo,Maceira,29TNG5175,10.0,11-VII-2003,talud bajo Quercus robur,,,J.L. Camaño & I. Gómez,LOU 25552
174,Dryopteris affinis (Lowe) Fraser-Jenk.,Po,Covelo,Maceira,29TNG5175,10.0,11-VII-2003,"talud bajo Quercus robur, próximo a una fuente",,,J.L. Camaño & I. Gómez,LOU 25553
175,Apium nodiflorum (L.) Lag.,Po,Vigo,"Zamáns, bajo el embalse",29TNG2467,,24-VII-2003,bosque de ribera,,,J.L. Camaño & I. Gómez,LOU 25554
176,Solanum nigrum L.,Po,Vigo,"Zamáns, bajo el embalse",29TNG2467,,24-VII-2003,bosque de ribera,,,J.L. Camaño & I. Gómez,LOU 25555
177,Euphorbia dulcis L.,Po,Vigo,"Zamáns, bajo el embalse",29TNG2467,,24-VII-2003,bosque de ribera,,,J.L. Camaño & I. Gómez,LOU 25556
178,Carduus tenuiflorus Curtis,Po,Vigo,"Zamáns, bajo el embalse",29TNG2467,,24-VII-2003,bosque de ribera,,,J.L. Camaño & I. Gómez,LOU 25557
179,Circaea lutetiana L.,Po,Vigo,"Zamáns, bajo el embalse",29TNG2467,,24-VII-2003,bosque de ribera,,,J.L. Camaño & I. Gómez,LOU 25558
180,Athyrium filix-femina (L.) Roth,Po,Vigo,"Zamáns, bajo el embalse",29TNG2467,,24-VII-2003,bosque de ribera,,,J.L. Camaño & I. Gómez,LOU 25559
181,Asplenium onopteris L.,Po,Vigo,"Zamáns, bajo el embalse",29TNG2467,,24-VII-2003,bosque de ribera,,,J.L. Camaño & I. Gómez,LOU 25560
182,Osmunda regalis L.,Po,Vigo,"Zamáns, bajo el embalse",29TNG2467,,24-VII-2003,bosque de ribera,,,J.L. Camaño & I. Gómez,LOU 25561
183,Anarrhinum duriminium (Brot.) Pers.,Po,Tui,Caldelas de Tui,29TNG3556,,05-VI-2003,arenal próximo al río,,,J.L. Camaño & I. Gömez,LOU 25562
184,Equisetum telmateia Ehrh.,Po,Vigo,"Zamáns, bajo el embalse",29TNG2467,,24-VII-2003,"cuneta de carretera, en acequia",,,J.L. Camaño & I. Gómez,LOU 25563
185,Hypericum androsaemum L.,Po,Vigo,"Zamáns, bajo el embalse",29TNG2467,,24-VII-2003,bosque de ribera,,,J.L. Camaño & I. Gómez,LOU 25564
186,Scutellaria minor Huds.,Po,Vigo,"Zamáns, bajo el embalse",29TNG2467,,24-VII-2003,bosque de ribera,,,J.L. Camaño & I. Gómez,LOU 25565
187,Sesamoides suffruticosa (Lange) Kuntze,Po,Mondariz,Mondariz,29TNG4676,,20-XI-2004,lindes de campos próximos al río,,disperso,J.L. Camaño,LOU 25566
188,Athyrium filix-femina (L.) Roth,Po,Vigo,"Zamáns, bajo el embalse",29TNG2467,,24-VII-2003,bosque de ribera,,,J.L. Camaño & I. Gómez,LOU 25567
189,Linaria triornithophora (L.) Willd.,Po,Vigo,"Zamáns, bajo el embalse",29TNG2467,,24-VII-2003,bosque de ribera,,,J.L. Camaño & I. Gómez,LOU 25568
190,Dryopteris dilatata (Hoffm.) A. Gray,Po,Moaña,supra San Lourenzo,29TNG28,,10-XII-2003,Cerca de riachuelo bajo Pinus,,,J.L. Camaño & I. Gómez,LOU 25569
191,Calluna vulgaris (L.) Hull,Lu,Samos,Santalla de Abaixo,29TPH4224,,15-VIII-2003,"sustrato calizo, bajo Castanea sativa",,,J.L. Camaño & I. Gómez,LOU 25570
192,Mentha pulegium L.,Lu,Becerreá,Monte Figueiro,29TPH5140,,16-VIII-2003,monte bajo,,,J.L. Camaño & I. Gómez,LOU 25571
193,Circaea lutetiana L.,Lu,Ribeira de Piquín,Ribeira de Piquín,29TPH4681,,16-VIII-2003,bosque de ribera,,,J.L. Camaño & I. Gómez,LOU 25572
194,Daboecia cantabrica (Huds.) K. Koch,Lu,As Nogais,Pintinidoira,29TPH6137,1190.0,16-VIII-2003,bosque de Pinus sylvestris,,,J.L. Camaño & I. Gómez,LOU 25573
195,Odontites vernus (Bellardi) Dumort.,Lu,Pedrafita do Cebreiro,carretera hacia Triacastela,29TPH5231,1290.0,16-VIII-2003,"cuneta de carretera, sustrato calizo, monte bajo",,,J.L. Camaño & I. Gómez,LOU 25574
196,Solidago virgaurea L.,Lu,Pedrafita do Cebreiro,carretera hacia Triacastela,29TPH5231,1290.0,16-VIII-2003,"cuneta de carretera, sustrato calizo, monte bajo",,,J.L. Camaño & I. Gómez,LOU 25575
197,Quercus ilex subsp. ballota (Desf.) Samp.,Or,Pobra de Trives,embalse de Pontenovo,29TPH4593,280.0,26-VII-2003,"ladera rocosa, esquistos cerca del río",,,J.L. Camaño & I. Gómez,LOU 25575
198,Senecio jacobaea L.,Lu,Pedrafita do Cebreiro,"cima del Monte Murallón, al lado del repetidor",29TPH5429,1460.0,16-VIII-2003,"sustrato calizo, monte bajo",,,J.L. Camaño & I. Gómez,LOU 25576
199,Epilobium hirsutum L.,Lu,Pedrafita do Cebreiro,área recreativa de Valdecabrita,29TPH6131,1170.0,16-VIII-2003,abedular,,,J.L. Camaño & I. Gómez,LOU 25577
200,Potentilla reptans L.,Po,Mondariz,Mondariz,29TNG4676,,20-XI-2004,lindes de campos próximos al río,,disperso,J.L. Camaño,LOU 25578
201,Achillea millefolium L.,Lu,Pedrafita do Cebreiro,área recreativa de Valdecabrita,29TPH6131,1170.0,16-VIII-2003,abedular,,,J.L. Camaño & I. Gómez,LOU 25579
202,Helleborus foetidus L.,Lu,Pedrafita do Cebreiro,Liñares,29TPH5429,1200.0,16-VIII-2003,"talud calizo con esfagnos, bajo Betula",,,J.L. Camaño & I. Gómez,LOU 25579
203,Helleborus foetidus L.,Lu,Pedrafita do Cebreiro,Liñares,29TPH5429,1200.0,16-VIII-2003,"talud calizo con esfagnos, bajo Betula",,,J.L. Camaño & I. Gómez,LOU 25580
204,Melilotus albus Medik.,Lu,Pedrafita do Cebreiro,área recreativa de Valdecabrita,29TPH6131,1170.0,16-VIII-2003,abedular,,,J.L. Camaño & I. Gómez,LOU 25581
205,Lastrea limbosperma (All.) Holub & Pouzar,Lu,O Incio,Balneario de O Incio,29TPH3821,,15-VIII-2003,ambiente nemoral próximo a riachuelo,,,J.L. Camaño & I. Gómez,LOU 25582
206,Juncus effusus L.,Lu,O Incio,Balneario de O Incio,29TPH3821,,15-VIII-2003,ambiente nemoral próximo a riachuelo,,,J.L. Camaño & I. Gómez,LOU 25583
207,Calluna vulgaris (L.) Hull,Lu,Pedrafita do Cebreiro,"cima del Monte Murallón, al lado del repetidor",29TPH5429,1460.0,16-VIII-2003,"sustrato calizo, monte bajo",,,J.L. Camaño & I. Gómez,LOU 25584
208,Luzula lactea (Link) E. Mey.,Lu,Pedrafita do Cebreiro,"cima del Monte Murallón, al lado del repetidor",29TPH5429,1460.0,16-VIII-2003,"sustrato calizo, monte bajo",,,J.L. Camaño & I. Gómez,LOU 25585
209,Vaccinium myrtillus L.,Lu,Pedrafita do Cebreiro,"cima del Monte Murallón, al lado del repetidor",29TPH5429,1460.0,16-VIII-2003,"sustrato calizo, monte bajo",,,J.L. Camaño & I. Gómez,LOU 25586
210,Equisetum arvense L.,Lu,Ribeira de Piquín,Ribeira de Piquín,29TPH4681,,16-VIII-2003,bosque de ribera,,,J.L. Camaño & I. Gómez,LOU 25587
211,Pteridium aquilinum (L.) Kuhn,Lu,Baleira,ribera del Río Eo,29TPH4470,,16-VIII-2003,bosque de ribera,,,J.L. Camaño & I. Gómez,LOU 25588
212,Eupatorium cannabinum L.,Lu,Baleira,ribera del Río Eo,29TPH4470,,16-VIII-2003,bosque de ribera,,,J.L. Camaño & I. Gómez,LOU 25589
213,Phyllitis scolopendrium (L.) Newman,Lu,Samos,Santalla de Arriba,29TPH4224,,15-VIII-2003,muros calizos,,,J.L. Camaño & I. Gómez,LOU 25590
214,Circaea lutetiana L.,Lu,Samos,Santalla de Arriba,29TPH4224,,15-VIII-2003,muros calizos,,,J.L. Camaño & I. Gómez,LOU 25591
215,Asplenium onopteris L.,Lu,Samos,Santalla de Arriba,29TPH4224,,15-VIII-2003,muros calizos,,,J.L. Camaño & I. Gómez,LOU 25592
216,Campanula arvatica Lag.,Lu,Samos,Santalla de Arriba,29TPH4224,,15-VIII-2003,muros calizos,,,J.L. Camaño & I. Gómez,LOU 25593
217,Saxifraga hirsuta L.,Lu,Samos,Santalla de Arriba,29TPH4224,,15-VIII-2003,muros calizos rezumantes,,,J.L. Camaño & I. Gómez,LOU 25594
218,Hieracium pilosella L.,Lu,Samos,Santalla de Arriba,29TPH4224,,15-VIII-2003,sustrato calizo,,,J.L. Camaño & I. Gómez,LOU 25595
219,Hypericum perforatum L.,Lu,Samos,Santalla de Abaixo,29TPH4224,,15-VIII-2003,"sustrato calizo, bajo Castanea sativa",,,J.L. Camaño & I. Gómez,LOU 25596
220,Dianthus hyssopifolius L.,Lu,Samos,Santalla de Abaixo,29TPH4224,,15-VIII-2003,"sustrato calizo, bajo Castanea sativa",,,J.L. Camaño & I. Gómez,LOU 25597
221,Athyrium filix-femina (L.) Roth,Lu,O Incio,Balneario de O Incio,29TPH3821,,15-VIII-2003,ambiente nemoral próximo a riachuelo,,,J.L. Camaño & I. Gómez,LOU 25598
222,Asplenium onopteris L.,Lu,O Incio,Balneario de O Incio,29TPH3821,,15-VIII-2003,ambiente nemoral próximo a riachuelo,,,J.L. Camaño & I. Gómez,LOU 25599
223,Polystichum setiferum (Forssk.) Woyn.,Lu,O Incio,Balneario de O Incio,29TPH3821,,15-VIII-2003,ambiente nemoral próximo a riachuelo,,,J.L. Camaño & I. Gómez,LOU 25600
224,Calluna vulgaris (L.) Hull,Lu,O Incio,,29TPH4120,,15-VIII-2003,"monte bajo, sobre esquistos",,,J.L. Camaño & I. Gómez,LOU 25601
225,Athyrium filix-femina (L.) Roth,Po,A Lama,"Liñares, Fervenzas do Río Oitavén",29TNG4992,,20-VIII-2003,bosque de ribera de Quercus robur,,,J.L. Camaño & I. Gómez,LOU 25602
226,"Cymbalaria muralis P. Gaertn., B. Mey. & Scherb.",Po,A Lama,Liñares,29TNG4992,,20-VIII-2003,muros en el pueblo,,,J.L. Camaño & I. Gómez,LOU 25603
227,Foeniculum vulgare Mill.,Po,A Lama,"Liñares, Fervenzas do Río Oitavén",29TNG4992,,20-VIII-2003,bosque de ribera de Quercus robur,,,J.L. Camaño & I. Gómez,LOU 25604
228,Pteridium aquilinum (L.) Kuhn,Po,A Lama,Liñares,29TNG4992,,20-VIII-2003,"próximo al río, bajo Quercus robur",,,J.L. Camaño & I. Gómez,LOU 25605
229,Daboecia cantabrica (Huds.) K. Koch,Po,A Lama,Liñares,29TNG4992,,20-VIII-2003,"próximo al río, bajo Quercus robur",,,J.L. Camaño & I. Gómez,LOU 25606
230,Eupatorium cannabinum L.,Po,A Lama,Liñares,29TNG4992,,20-VIII-2003,monte bajo,,,J.L. Camaño & I. Gómez,LOU 25607
231,Hypericum linariifolium Vahl,Po,A Lama,Liñares,29TNG4992,,20-VIII-2003,monte bajo,,,J.L. Camaño & I. Gómez,LOU 25608
232,Solidago virgaurea L.,Po,Pontecaldelas,Playa fluvial,29TNG4193,,20-VIII-2003,"entre roquedos al borde del río, bajo Alnus glutinosa",,,J.L. Camaño & I. Gómez,LOU 25609
233,Calluna vulgaris (L.) Hull,Po,A Lama,Liñares,29TNG4992,,20-VIII-2003,monte bajo,,,J.L. Camaño & I. Gómez,LOU 25610
234,Melilotus albus Medik.,Or,Boborás,Sobreira,29TNH8801,,25-VII-2003,cuneta de carretera,,,J.L. Camaño & I. Gómez,LOU 25611
235,Clematis vitalba L.,Lu,Samos,Santalla de Abaixo,29TPH4224,,15-VIII-2003,"sustrato calizo, bajo Castanea sativa",,,J.L. Camaño & I. Gómez,LOU 25612
236,Asplenium trichomanes L.,Lu,Samos,Santalla de Arriba,29TPH4224,,15-VIII-2003,muros calizos,,,J.L. Camaño & I. Gómez,LOU 25613
237,Eupatorium cannabinum L.,Lu,O Incio,Balneario de O Incio,29TPH3821,,15-VIII-2003,ambiente nemoral próximo a riachuelo,,,J.L. Camaño & I. Gómez,LOU 25614
238,Polystichum setiferum (Forssk.) Woyn.,Lu,Samos,Santa Mariña,29TPH4930,990.0,24-VIII-2003,talud sombrío calizo cerca de una surgencia de agua,,,J.L. Camaño & I. Gómez,LOU 25615
239,Epilobium angustifolium L.,Lu,Cervantes,Entre Degrada y San Román,29TPH6644,1150.0,22-VIII-2003,"bajo Pinus sylvestris, esquistos",,,J.L. Camaño & I. Gómez,LOU 25616
240,Calluna vulgaris (L.) Hull,Lu,Cervantes,Entre Degrada y San Román,29TPH6644,1150.0,22-VIII-2003,"bajo Pinus sylvestris, esquistos",,,J.L. Camaño & I. Gómez,LOU 25617
241,Senecio jacobaea L.,Lu,Cervantes,Entre Degrada y San Román,29TPH6644,1150.0,22-VIII-2003,"bajo Pinus sylvestris, esquistos",,,J.L. Camaño & I. Gómez,LOU 25618
242,Dryopteris affinis (Lowe) Fraser-Jenk.,Lu,Samos,Santa Mariña,29TPH4930,990.0,24-VIII-2003,talud sombrío calizo cerca de una surgencia de agua,,,J.L. Camaño & I. Gómez,LOU 25619
243,Chrysosplenium oppositifolium L.,Lu,Samos,Santa Mariña,29TPH4930,990.0,24-VIII-2003,talud sombrío calizo cerca de una surgencia de agua,,,J.L. Camaño & I. Gómez,LOU 25620
244,Wahlenbergia hederacea (L.) Rchb.,Lu,Samos,Santa Mariña,29TPH4930,990.0,24-VIII-2003,talud sombrío calizo cerca de una surgencia de agua,,,J.L. Camaño & I. Gómez,LOU 25621
245,Omalotheca sylvatica (L.) Sch. Bip. & F.W. Schultz,Lu,Cervantes,Degrada,29TPH6744,1220.0,22-VIII-2003,talud de esquistos húmedo orientado al N,,,J.L. Camaño & I. Gómez,LOU 25622
246,Hieracium pilosella L.,Lu,Cervantes,Degrada,29TPH6744,1220.0,22-VIII-2003,talud de esquistos húmedo orientado al N,,,J.L. Camaño & I. Gómez,LOU 25623
247,Linaria spartea (L.) Willd.,Or,A Mezquita,entre Cádavos y Castromil,29TPG6550,990.0,27-IX-2003,Monte bajo,,,"J.L. Camaño, R. Pino, J.J. Pino & A. Pino",LOU 25624
248,Anagallis tenella (L.) L.,Po,Moaña,Monte Jaján,29TNG2487,,29-IX-2003,terreno húmedo,,,J.L. Camaño & I. Gómez,LOU 25625
249,Wahlenbergia hederacea (L.) Rchb.,Po,Moaña,Monte Jaján,29TNG2487,,29-IX-2003,terreno húmedo,,,J.L. Camaño & I. Gómez,LOU 25626
250,Frangula alnus Mill.,Po,Moaña,Monte Jaján,29TNG2487,,29-IX-2003,terreno húmedo,,,J.L. Camaño & I. Gómez,LOU 25627
251,Scutellaria minor Huds.,Po,Moaña,Monte Jaján,29TNG2487,,29-IX-2003,terreno húmedo,,,J.L. Camaño & I. Gómez,LOU 25628
252,Daboecia cantabrica (Huds.) K. Koch,Po,Moaña,Monte Jaján,29TNG2487,,29-IX-2003,Zona húmeda próxima a riachuelo estacional,,,J.L. Camaño & I. Gómez,LOU 25629
253,Gentiana pneumonanthe L.,Po,Moaña,Monte Jaján,29TNG2487,,29-IX-2003,Zona húmeda próxima a riachuelo estacional,,,J.L. Camaño & I. Gómez,LOU 25630
254,Verbascum virgatum Stokes,Or,A Mezquita,entre Cádavos y Castromil,29TPG6550,990.0,27-IX-2003,Monte bajo,,,"J.L. Camaño, R. Pino, J.J. Pino & A. Pino",LOU 25631
255,Senecio jacobaea L.,Or,A Mezquita,entre Cádavos y Castromil,29TPG6550,990.0,27-IX-2003,Monte bajo,,,"J.L. Camaño, R. Pino, J.J. Pino & A. Pino",LOU 25632
256,Erica ciliaris L.,Po,Moaña,Monte Jaján,29TNG2487,,29-IX-2003,Zona húmeda próxima a riachuelo estacional,,,J.L. Camaño & I. Gómez,LOU 25633
257,Epilobium duriaei Godr.,Or,A Mezquita,entre Cádavos y Castromil,29TPG6550,990.0,27-IX-2003,Monte bajo,,,"J.L. Camaño, R. Pino, J.J. Pino & A. Pino",LOU 25634
258,Chondrilla juncea L.,Or,A Mezquita,entre Cádavos y Castromil,29TPG6550,990.0,27-IX-2003,Monte bajo,,,"J.L. Camaño, R. Pino, J.J. Pino & A. Pino",LOU 25635
259,Mentha suaveolens Ehrh.,Or,A Mezquita,entre Cádavos y Castromil,29TPG6550,990.0,27-IX-2003,Monte bajo,,,"J.L. Camaño, R. Pino, J.J. Pino & A. Pino",LOU 25636
260,Trifolium arvense L.,Or,A Mezquita,entre Cádavos y Castromil,29TPG6550,990.0,27-IX-2003,Monte bajo,,,"J.L. Camaño, R. Pino, J.J. Pino & A. Pino",LOU 25637
261,Rubus sp.,Or,A Mezquita,,29TPG6169,980.0,27-IX-2003,Talud húmedo rocoso,,,"J.L. Camaño, R. Pino, J.J. Pino & A. Pino",LOU 25638
262,Anagallis tenella (L.) L.,Or,A Mezquita,,29TPG6169,980.0,27-IX-2003,Talud húmedo rocoso,,,"J.L. Camaño, R. Pino, J.J. Pino & A. Pino",LOU 25639
263,Rubus sp.,Or,A Mezquita,"Castromil, próximo a regato sobre el pueblo",29TPG6653,1030.0,27-IX-2003,,,,"J.L. Camaño, R. Pino, J.J. Pino & A. Pino",LOU 25640
264,Physospermum cornubiense (L.) DC.,Or,A Mezquita,"Castromil, próximo a regato sobre el pueblo",29TPG6653,1030.0,27-IX-2003,,,,"J.L. Camaño, R. Pino, J.J. Pino & A. Pino",LOU 25641
265,Hypericum humifusum L.,Po,Vigo,"Zamáns, bajo el embalse",29TNG2467,,24-VII-2003,bosque de ribera,,,J.L. Camaño & I. Gómez,LOU 25642
266,Lysimachia nemorum L.,Po,Vigo,"Zamáns, bajo el embalse",29TNG2467,,24-VII-2003,bosque de ribera,,,J.L. Camaño & I. Gómez,LOU 25643
267,Allium scorzonerifolium DC.,C,Santiago de Compostela,"Chaián, orillas del Río Tambre",29TNG3855,,26-IV-2003,bosque de ribera,,,J.L. Camaño & I. Gómez,LOU 25644
268,Carum verticillatum (L.) W.D.J. Koch,Or,Parada do Sil,Sacardebois,29TPG2392,,08-VI-2003,bosque de ribera,,,J.L. Camaño & I. Gómez,LOU 25645
269,Arnica montana L.,Or,Parada do Sil,ladera N del Monte Meda,29TPG1791,,08-VI-2003,turbera,,,J.L. Camaño & I. Gómez,LOU 25646
270,Athyrium filix-femina (L.) Roth,Or,Monforte de Lemos,"Río Sil, embarcadero del catamarán",29TPG29,,08-VI-2003,taludo rocoso rezumante próximo al río,,,J.L. Camaño & I. Gómez,LOU 25647
271,Asplenium onopteris L.,Or,Parada do Sil,Sacardebois,29TPH2392,,08-VI-2003,bosque de ribera póximo a un riachuelo,,,J.L. Camaño & I. Gómez,LOU 25648
272,Foeniculum vulgare Mill.,Lu,Pobra de Brollón,Pobra de Brollón,29TPH31,,08-VI-2003,"lindes entre campos, bajo Quercus petraea",,,J.L. Camaño & I. Gómez,LOU 25649
273,Dryopteris guanchica Gibby & Jermy,C,Cedeira,San Andrés de Teixido,29T,260.0,13-IX-2003,Próximo a riachuelo,,,J.L. Camaño & I. Gómez,LOU 25650
274,Dryopteris dilatata (Hoffm.) A. Gray,Lu,Abadín,"O Xistral, A Laxe, a orillas del río Eume",29TPJ1610,803.0,18-X-2003,Grietas en talud rocoso junto a briófitos,,,"J.L. Camaño, R. Pino, J.J. Pino & A. Pino",LOU 25651
275,Circaea lutetiana L.,Lu,Cervantes,"entre Degrada y Piornedo, cerca del Río Ser",29TPH7344,,26-VII-2003,"terreno encharcado, cerca de arroyo",,,J.L. Camaño & I. Gómez,LOU 25652
276,Juncus effusus L.,Po,Moaña,"Meira, A Guía",29TNG28,,25-V-2003,ambiente ruderalizado,,,J.L. Camaño & I. Gómez,LOU 25653
277,Hypericum androsaemum L.,Or,Parada do Sil,Sacardebois,29TPH2392,,08-VI-2003,bosque de ribera,,,J.L. Camaño & I. Gómez,LOU 25654
278,Plantago media L.,Lu,Pedrafita do Cebreiro,"cima del Monte Murallón, al lado del repetidor",29TPH5429,1460.0,16-VIII-2003,"sustrato calizo, monte bajo",,,J.L. Camaño & I. Gómez,LOU 25655
279,Artemisia vulgaris L.,Lu,,Pintinidoira,29TPH6137,1190.0,17-VIII-2003,bosque de Pinus sylvestris,,,J.L. Camaño & I. Gómez,LOU 25656
280,Epilobium angustifolium L.,Lu,Pedrafita do Cebreiro,entre O Portelo y Pedrafita,29TPH6633,1090.0,16-VIII-2003,monte bajo,,,J.L. Camaño & I. Gómez,LOU 25657
281,Serapias lingua L.,C,Catoira,desembocadura del río Tambre,29TNH2225,,03-V-2003,terreno estacionalmente encharcado,,,J.L. Camaño & I. Gómez,LOU 25658
282,Silene latifolia Poir.,C,Santiago de Compostela,Chaián,29TNH3855,,26-IV-2003,bosque de ribera,,,J.L. Camaño & I. Gómez,LOU 25659
283,Trifolium arvense L.,Po,Tui,Caldelas de Tui,29TNG3556,,05-VI-2003,arenal próximo al río,,,J.L. Camaño & I. Gömez,LOU 25660
284,Linaria spartea (L.) Willd.,Po,Moaña,Meira,29TNG28,,20-V-2003,ambiente ruderal,,,J.L. Camaño & I. Gómez,LOU 25661
285,Mentha pulegium L.,Lu,Becerreá,Monte Figueiro,29TPH5140,,16-VIII-2003,monte bajo,,,J.L. Camaño & I. Gómez,LOU 25662
286,Linaria spartea (L.) Willd.,Po,Tui,Caldelas de Tui,29TNG3556,,05-VI-2003,arenal próximo al río,,,J.L. Camaño & I. Gömez,LOU 25663
287,Serapias lingua L.,Po,Moaña,"Meira, A Guía",29TNG28,,25-V-2003,ambiente ruderalizado,,,J.L. Camaño & I. Gómez,LOU 25664
288,Briza minor L.,Po,Tui,Caldelas de Tui,29TNG3556,,05-VI-2003,arenal próximo al río,,,J.L. Camaño & I. Gömez,LOU 25665
289,Cynosurus echinatus L.,Po,Tui,Caldelas de Tui,29TNG3556,,05-VI-2003,arenal próximo al río,,,J.L. Camaño & I. Gömez,LOU 25666
290,Tolpis barbata (L.) Gaertn.,Po,Moaña,"Meira, A Guía",29TNG28,,25-V-2003,ambiente ruderalizado,,,J.L. Camaño & I. Gómez,LOU 25667
