collectionCode,scientificName,identifiedBy,verbatimIdentification,identificationRemarks,identificationQualifier,identificationReferences,year,month,day,recordedBy,otherCatalogNumbers,countryCode,stateProvince,county,verbatimLocality,verbatimCoordinates,verbatimElevation,habitat,9069,catalogNumber,occurrenceID,basisOfRecord
SANT-Bryo,Antitrichia curtipendula (Timm ex Hedw.) Brid.,R.M.Simó.,Antitrichia curtipendula (Hedw.)Brid.,,,,1976,2,25,R.M.Simó.,BH378,ES,C,,Puerto Ventana (Asturias).,,1300.0,Hayedo.,,1068-A,SANT:SANT-Bryo:1068-A,HumanObservation
SANT-Bryo,Antitrichia curtipendula (Timm ex Hedw.) Brid.,E.Fuertes.,Antitrichia curtipendula (Hedw.)Brid.,,,,1979,6,15,E.Fuertes & M.Ladero.,BH409,ES,Av,,Sierra de Urbana (Navarra).,,,Sobre haya.,,1069-A,SANT:SANT-Bryo:1069-A,HumanObservation
SANT-Bryo,Antitrichia curtipendula (Timm ex Hedw.) Brid.,J.Reinoso.,Antitrichia curtipendula (Hedw.)Brid.,,,,1982,7,15,J.Reinoso.,,ES,C,,Serra do Caurel (Lugo),,800.0,Sobre haya.,,1070-A,SANT:SANT-Bryo:1070-A,HumanObservation
SANT-Bryo,Antitrichia curtipendula (Timm ex Hedw.) Brid.,A.Losada.,Antitrichia curtipendula (Hedw.)Brid.,,,,1987,12,5,A. Losada & E.Beltrán.,BH1152,ES,C,,"Cherelepín (Gomera, Canarias).",28RBS8012,,Sobre tierra en fayal-brezal.,,1071-A,SANT:SANT-Bryo:1071-A,HumanObservation
SANT-Bryo,Apometzgeria pubescens (Schrank) Kuwah.,C.Casas.,Apometzgeria pubescens (Schrank)Kuwah.,,,,1969,7,30,C.Casas.,BH1181,ES,C,,Sorpe (Lleida).,CH4322,1500.0,Base de rocas en abetal.,,1072-A,SANT:SANT-Bryo:1072-A,HumanObservation
SANT-Bryo,Athalamia hyalina (Sommerf.) S.Hatt.,R.M.Ros & J.Guerra.,Athalamia hyalina (Sommerf.)Hatt.,,,,1987,10,31,R.M.Ros & J.Guerra y P.García-Zamora,BH1191,ES,C,,Sierra de Alcaraz (Albacete).,WH4871,1400.0,Taludes.,,1073-A,SANT:SANT-Bryo:1073-A,HumanObservation
SANT-Bryo,Atrichum angustatum (Brid.) Bruch & Schimp.,J.Reinoso.,Atrichum angustatum (Brid.) Br.,,,,1981,4,29,J.Reinoso.,919,ES,C,,Caaveiro (A Coruña).,,,Taludes.,,1075-A,SANT:SANT-Bryo:1075-A,HumanObservation
SANT-Bryo,Atrichum angustatum (Brid.) Bruch & Schimp.,A.Ederra & A.de Miguel.,Atrichum angustatum (Brid.) Br.,,,,1985,6,26,A.Ederra & A.de Miguel.,BH1011,ES,C,,Azpilicueta (Nafarroa).,30TXN28,,Talud en robledal.,,1075-B,SANT:SANT-Bryo:1075-B,HumanObservation
SANT-Bryo,Atrichum undulatum (Hedw.) P.Beauv.,M.J.Elías.,Atrichum undulatum (Hedw.)P.Beauv.,,,,1984,11,21,M.J.Elías.,BH1296,ES,C,,Montemayor del rio (Salamanca).,,600.0,Suelos de castañares.,,1075-C,SANT:SANT-Bryo:1075-C,HumanObservation
SANT-Bryo,Atrichum undulatum (Hedw.) P.Beauv.,E.Fuertes.,Atrichum undulatum (Hedw.)P.Beauv.,,,,,,,E.Fuertes.,BH410,ES,C,,Sierra de Urbana (Navarra).,,900.0,Landas en hayedo.,,1075-D,SANT:SANT-Bryo:1075-D,HumanObservation
SANT-Bryo,Atrichum undulatum (Hedw.) P.Beauv.,J.Reinoso.,Atrichum undulatum (Hedw.)P.Beauv.,,,,1981,8,17,J.Reinoso.,1176,ES,Gr,,Caaveiro (A Coruña).,,,Rocas en arroyo.,,1076-A,SANT:SANT-Bryo:1076-A,HumanObservation
SANT-Bryo,Hyocomium armoricum (Brid.) Wijk & Margad.,J.Reinoso.,H.flagelare,,,,1981,8,17,J.Reinoso.,1176,ES,Av,,Caaveiro (A Coruña).,,,Rocas en arroyo.,,1077-A,SANT:SANT-Bryo:1077-A,HumanObservation
SANT-Bryo,Atrichum undulatum (Hedw.) P.Beauv.,J.Reinoso.,Atrichum undulatum (Hedw.)P.Beauv.,,,,1981,2,5,J.Reinoso.,676,ES,Ca,,Caaveiro (a Coruña).,,,Piedras húmedas.,,1078-A,SANT:SANT-Bryo:1078-A,HumanObservation
SANT-Bryo,Atrichum undulatum (Hedw.) P.Beauv.,J.Reinoso.,Atrichum undulatum (Hedw.)P.Beauv.,,,,1981,3,25,J.Reinoso.,841,ES,J,,Caaveiro (A Coruña),,,Talud al borde de arroyo.,,1079-A,SANT:SANT-Bryo:1079-A,HumanObservation
SANT-Bryo,Atrichum undulatum (Hedw.) P.Beauv.,J.Reinoso.,Atrichum undulatum (Hedw.)P.Beauv.,,,,1981,4,29,J.Reinoso.,921,ES,O,,Caaveiro (A Coruña),,,Tierra arenosa.,,1080-A,SANT:SANT-Bryo:1080-A,HumanObservation
SANT-Bryo,Atrichum undulatum (Hedw.) P.Beauv.,J.Alvarez.,Atrichum undulatum (Hedw.)P.Beauv.,,,,1983,11,23,J.Alvarez.,2548,ES,Na,,Toxeira de Reborido (Santiago).,29TNH3150,,Talud.,,1081-A,SANT:SANT-Bryo:1081-A,HumanObservation
SANT-Bryo,Kindbergia praelonga (Hedw.) Ochyra,M.C.Viera,,,,,1983,11,23,J.Alvarez.,2548,ES,Lu,,Toxeira de Reborido (Santiago).,29TNH3150,,Talud.,,1082-A,SANT:SANT-Bryo:1082-A,HumanObservation
SANT-Bryo,Aulacomnium androgynum (Hedw.) Schwägr.,R.M.Simó.,Aulacomnium androgynum (Hedw.)Schwaegr.,,,,1971,4,9,R.M.Simó.,BH324,ES,Tf,,Muniellos (Asturias).,,,Rocas calcáreas.,,1083-A,SANT:SANT-Bryo:1083-A,HumanObservation
SANT-Bryo,Aulacomnium androgynum (Hedw.) Schwägr.,C.Casas.,Aulacomnium androgynum Hedw.,,,,1971,4,18,J.Izco & A.Carbó,BH366,ES,L,,Puebla de Lillo (León).,,1500.0,Terrícola bajo brezos acidófilos.,,1084-A,SANT:SANT-Bryo:1084-A,HumanObservation
SANT-Bryo,Aulacomnium androgynum (Hedw.) Schwägr.,J.Izco.,Aulacomnium androgynum (Hedw.)Schwaegr.,,,,1973,6,20,J.Izco.,BH598,ES,Ab,,Puerto de Canencia (Madrid).,,,Terrícola junto a un arroyo en abedular.,,1085-A,SANT:SANT-Bryo:1085-A,HumanObservation
SANT-Bryo,Aulacomnium androgynum (Hedw.) Schwägr.,C.Casas.,Aulacomnium androgynum (Hedw.)Schwaegr.,,,,1978,3,22,J.Izco.,BH700,ES,C,,Buenache a Uña (Cuenca).,,1100.0,Tocones viejos en taludes.,,1086-A,SANT:SANT-Bryo:1086-A,HumanObservation
SANT-Bryo,Aulacomnium androgynum (Hedw.) Schwägr.,F.Puche.,Aulacomnium androgynum (Hedw.)Schwaegr.,,,,1980,2,9,F.Puche.,BH850,ES,Na,,Peñagolosa (Castellón).,JK26,1400.0,Suelo arenoso.,,1087-A,SANT:SANT-Bryo:1087-A,HumanObservation
SANT-Bryo,Aulacomnium androgynum (Hedw.) Schwägr.,I.Alvaro.,Aulacomnium androgynum (Hedw.)Schwaegr.,,,,1983,8,9,I.Alvaro.,BH1196,ES,Sa,,Quintana Redonda (Soria).,30TWM30,1100.0,Suelos arenosos.,,1088-A,SANT:SANT-Bryo:1088-A,HumanObservation
SANT-Bryo,Aulacomnium androgynum (Hedw.) Schwägr.,J.M.González.,Aulacomnium androgynum (Hedw.)Schwaegr.,,,,1983,6,,J.M.González.,BH894,ES,Na,,Las Cañadas del Teide (Tenerife).,28RCS4021,,Paredes de galería.,,1089-A,SANT:SANT-Bryo:1089-A,HumanObservation
SANT-Bryo,Aulacomnium palustre (Hedw.) Schwägr.,C.Casas,Aulacomnium palustre (Hedw.)Schwaegr.,,,,,,,M.Costa.,BH540,ES,C,,La Hirquejuela (Avila).,,1700.0,Esfagnal.,,1090-A,SANT:SANT-Bryo:1090-A,HumanObservation
SANT-Bryo,Aulacomnium palustre (Hedw.) Schwägr.,J.Izco.,Aulacomnium palustre (Hedw.)Schwaegr.,,,,1972,7,10,Demetrio.,BH439,ES,C,,Las Cambarillas (Guadalajara).,,1200.0,Sobre el suelo.,,1090-B,SANT:SANT-Bryo:1090-B,HumanObservation
SANT-Bryo,Aulacomnium palustre (Hedw.) Schwägr.,R.M.Simó.,Aulacomnium palustre (Hedw.) Schwaegr.,,,,,,,R.M.Simó.,BH377 ,ES,C,,Puerto Ventana (Asturias).,,1400.0,Entre esfagnos.,,1091-A,SANT:SANT-Bryo:1091-A,HumanObservation
SANT-Bryo,Aulacomnium palustre (Hedw.) Schwägr.,J.Reinoso,Aulacomnium palustre (Hedw.)Schwaegr.,,,,1983,4,15,J.Reinoso & J.Rodriguez.,BH997,ES,C,,Carretera de Zas a Santiago (A Coruña).,29TNJ2352,,Turbera degradada.,,1092-A,SANT:SANT-Bryo:1092-A,HumanObservation
SANT-Bryo,Aulacomnium palustre (Hedw.) Schwägr.,M.C.Fdez. Ordóñez.,Aulacomnium palustre (Hedw.)Schwaegr.,,,,1983,10,21,M.C.Fdez. Ordóñez.,BH1292,ES,C,,Monte Xorro (Asturias).,29TQJ34,180.0,Prado turboso.,,1093-A,SANT:SANT-Bryo:1093-A,HumanObservation
SANT-Bryo,Anthoceros punctatus L.,M.Smyth.,,,,,1982,2,13,M.Smyth.,150,ES,C,,Calle del Pombal Santiago (A Coruña).,,,Tierra húmeda en muro.,,1094-A,SANT:SANT-Bryo:1094-A,HumanObservation
SANT-Bryo,Lophocolea bidentata (L.) Dumort.,M.Smyth.,,,,,1982,2,13,M.Smyth.,150,ES,C,,Calle del Pombal Santiago (A Coruña).,,,Tierra húmeda en muro.,,1094-B,SANT:SANT-Bryo:1094-B,HumanObservation
SANT-Bryo,Bryum capillare Hedw.,M.Smyth.,,,,,1982,2,13,M.Smyth.,150,ES,C,,Calle del Pombal Santiago (A Coruña).,,,Tierra húmeda en muro.,,1094-B,SANT:SANT-Bryo:1094-B,HumanObservation
SANT-Bryo,Hypnum cupressiforme Hedw.,M.Smyth.,,,,,1982,2,13,M.Smyth.,150,ES,O,,Calle del Pombal Santiago (A Coruña).,,,Tierra húmeda en muro.,,1095-A,SANT:SANT-Bryo:1095-A,HumanObservation
SANT-Bryo,Reboulia hemisphaerica (L.) Raddi,M.Smyth.,,,,,1982,2,13,M.Smyth.,150,ES,Le,,Calle del Pombal Santiago (A Coruña).,,,Tierra húmeda en muro.,,1096-A,SANT:SANT-Bryo:1096-A,HumanObservation
SANT-Bryo,Fossombronia angulosa (Dicks.) Raddi,M.Smyth.,,,,,1982,2,13,M.Smyth.,150,ES,M,,Calle del Pombal Santiago (A Coruña).,,,Tierra húmeda en muro.,,1097-A,SANT:SANT-Bryo:1097-A,HumanObservation
SANT-Bryo,Aneura pinguis (L.) Dumort.,J.Reinoso.,Aneura pinguis (L.)Dum.,,,,1986,6,13,M.C.García-Gesto.,,ES,Cu,,Veral (Lugo).,29TPH1261,,Raices de aliso sumergido.,,1098-A,SANT:SANT-Bryo:1098-A,HumanObservation
SANT-Bryo,Antitrichia curtipendula (Timm ex Hedw.) Brid.,J.Reinoso.,Antitrichia curtipendula (Hedw.)Brid.,,,,1985,8,21,M.C.García-Gesto.,,ES,Cs,,Orbazay (Lugo).,29TPH1563,,Tronco de Quercus pyrenaica.,,1099-A,SANT:SANT-Bryo:1099-A,HumanObservation
SANT-Bryo,Atrichum undulatum (Hedw.) P.Beauv.,J.Reinoso.,Atrichum undulatum (Hedw.)P.Beauv.,,,,1985,2,7,M.C.García-Gesto.,,ES,So,,Bacurín (Lugo).,29TPH0659,,Taludes al borde de camino.,,1100-A,SANT:SANT-Bryo:1100-A,HumanObservation
SANT-Bryo,Aulacomnium androgynum (Hedw.) Schwägr.,M.C.García-Gesto.,Aulacomnium androgynum (Hedw.)Schwaegr.,,,,1986,5,14,M.C.García-Gesto.,,ES,Tf,,Veral (Lugo).,29TPH1261,,Rocas graníticas.,,1101-A,SANT:SANT-Bryo:1101-A,HumanObservation
SANT-Bryo,Aulacomnium palustre (Hedw.) Schwägr.,Lagit: M.C.García-Gesto.,Aulacomnium palustre (Hedw.)Schwaegr.,,,,1986,5,14,M.C.García-Gesto.,,ES,Av,,"Coto do Mazo, Remesil (Lugo).",,,Sobre suelo encharcado.,,1102-A,SANT:SANT-Bryo:1102-A,HumanObservation
SANT-Bryo,Barbilophozia barbata (Schreb.) Loeske,R.M.Simó.,Barbilophozia barbata (Schmid.)Loeske,,cf.,,1974,4,15,R.M.Simó.,BH622,ES,Gu,,Cangas de Narcea (Asturias).,,700.0,Taludes silíceos húmedos.,,1103-A,SANT:SANT-Bryo:1103-A,HumanObservation
SANT-Bryo,Barbilophozia barbata (Schmidel ex Schreb.) Loeske,J.Reinoso.,Barbilophozia barbata (Schmid.)Loeske,,cf.,,1986,5,16,J.Reinoso & J.Rodriguez.,BH1119,ES,O,,Piornedo de Ancares (Lugo).,29TPH7145,1100.0,Rocas en turbera.,,1104-A,SANT:SANT-Bryo:1104-A,HumanObservation
SANT-Bryo,Barbilophozia barbata (Schreb.) Loeske,E.Fuertes.,Barbilophozia barbata (Schmid.)Loeske,,cf.,,1989,4,6,E.Fuertes Lasala,BH1336,ES,C,,Ribadelago Viejo (Zamora).,,,Rocas ácidas.,,1104-B,SANT:SANT-Bryo:1104-B,HumanObservation
SANT-Bryo,Barbilophozia hatcheri (A.Evans) Loeske,J.Varo.,Barbilophozia hatcheri (Ev.)Loeske.,,,,1972,7,19,J.Varo.,BH387,ES,O,,Sierra Nevada (Granada).,,2550.0,Fisuras.,,1105-A,SANT:SANT-Bryo:1105-A,HumanObservation
SANT-Bryo,Barbilophozia hatcheri (A.Evans) Loeske,C.Casas.,Barbilophozia hatcheri (Ev.)Loeske,,,,1975,7,26,C.Casas.,BH696,ES,C,,Sorpe (Lleida).,,,Rocas en abetal.,,1106-A,SANT:SANT-Bryo:1106-A,HumanObservation
SANT-Bryo,Barbilophozia lycopodioides (Wallr.) Loeske,E.Fuertes.,Barbilophozia lycopodioides (Wallr.)Loeske,,,,1985,7,10,E.Fuertes.,BH1054,ES,C,,Peña Sagra (Cantabria).,,1500.0,Fisuras rocas ácidas.,,1106-B,SANT:SANT-Bryo:1106-B,HumanObservation
SANT-Bryo,Didymodon acutus (Brid.) K.Saito,M.C.Viera,,,,,1987,5,9,R.M.Ros & J.Guerra,BH1172,ES,C,,Sierra de Alcaraz (Albacete).,,1200.0,Suelo desnudo en matorral.,,1106-C,SANT:SANT-Bryo:1106-C,HumanObservation
SANT-Bryo,Barbula convoluta Hedw.,J.Reinoso.,,,,,1981,3,25,J.Reinoso.,831,ES,C,,Caaveiro (A Coruña).,,,Muro de contención.,,1106-D,SANT:SANT-Bryo:1106-D,HumanObservation
SANT-Bryo,Barbula convoluta Hedw.,Guerra.,,,,,1989,4,22,J.Guerra & J.de las Heras.,BH1254,ES,C,,Sierra del Calar del Mundo (Albacete).,,1300.0,"Suelo calizo,",,1106-E,SANT:SANT-Bryo:1106-E,HumanObservation
SANT-Bryo,Barbula convoluta Hedw.,J.Alvarez.,,,,,1983,10,17,J.Alvarez.,2549,ES,C,,Fraiz (Santiago).,29TNH3149,,Sobre muro de cemento.,,1106-F,SANT:SANT-Bryo:1106-F,HumanObservation
SANT-Bryo,Barbula convoluta Hedw. subsp. commutata (Jur.) Boulay,C.Casas,Barbula convoluta Hedw. ssp. commutata Jur.,,,,1980,6,28,J.Reinoso.,255,ES,Lu,,Caaveiro (A Coruña).,,,Muro de contención.,,1107-A,SANT:SANT-Bryo:1107-A,HumanObservation
SANT-Bryo,Barbula convoluta Hedw.,J.Reinoso.,,,,,1982,4,22,M. Smyth.,,ES,Lu,,"Parque de la Herradura, Santiago (Coruña).",,,Muro de piedra.,,1108-A,SANT:SANT-Bryo:1108-A,HumanObservation
SANT-Bryo,Barbula convoluta Hedw. subsp. commutata (Jur.) Boulay,J. Alvarez.,Barbula convoluta Hedw.ssp. commutata Jur.,,,,1983,7,17,J. Alvarez.,2550,ES,Lu,,Fraiz (Santiago).,29TNH3149,,Muro de cemento.,,1109-A,SANT:SANT-Bryo:1109-A,HumanObservation
SANT-Bryo,Barbula convoluta Hedw. subsp. commutata (Jur.) Boulay,J. Reinoso.,Barbula convoluta Hedw. ssp. commutata Jur.,,,,1984,9,16,M. Smyth.,,ES,Lu,,Campus Universidad (Santiago).,,,Muro de piedra.,,1110-A,SANT:SANT-Bryo:1110-A,HumanObservation
SANT-Bryo,Barbula convoluta Hedw.,J. reinoso.,,,,,1981,5,13,J. reinoso.,981,ES,Lu,,Caaveiro (A Coruña).,,,Puente de piedra.,,1111-A,SANT:SANT-Bryo:1111-A,HumanObservation
SANT-Bryo,Didymodon trifarius (Hedw.) Röhl.,J. reinoso.,,,,,1981,5,13,J. reinoso.,981,ES,O,,Caaveiro (A Coruña).,,,Puente de piedra.,,1112-A,SANT:SANT-Bryo:1112-A,HumanObservation
SANT-Bryo,Polytrichum juniperinum Hedw.,J. reinoso.,,,,,1981,5,13,J. reinoso.,981,ES,Lu,,Caaveiro (A Coruña).,,,Puente de piedra.,,1113-A,SANT:SANT-Bryo:1113-A,HumanObservation
SANT-Bryo,Camptothecium sp.,J. reinoso.,,,,,1981,5,13,J. reinoso.,981,ES,Za,,Caaveiro (A Coruña).,,,Puente de piedra.,,1114-A,SANT:SANT-Bryo:1114-A,HumanObservation
SANT-Bryo,Thuidium sp.,J. reinoso.,,,,,1981,5,13,J. reinoso.,981,ES,Gr,,Caaveiro (A Coruña).,,,Puente de piedra.,,1115-A,SANT:SANT-Bryo:1115-A,HumanObservation
SANT-Bryo,Didymodon fallax (Hedw.) R.H. Zander,M.C.Viera,,,,,1973,1,28,C.Casas.,BH449,ES,L,,Macizo de Garraf (Bracelona).,,250.0,Suelo calcáreo.,,1116-A,SANT:SANT-Bryo:1116-A,HumanObservation
SANT-Bryo,Pseudocrossidium hornschuchianum (Schultz) R.H.Zander,M.C.Viera,,,,,1973,1,28,M. Ladero.,BH522,ES,S,,Montrida (Toledo).,,,Suelo desnudo.,,1117-A,SANT:SANT-Bryo:1117-A,HumanObservation
SANT-Bryo,Barbula hornschuchiana Schultz,C.Casas.,Barbula hornschuchiana Schultz.,,,,1981,2,5,J. Reinoso.,660,ES,Ab,,Caaveiro (A Coruña).,,,Rocas.,,1118-A,SANT:SANT-Bryo:1118-A,HumanObservation
SANT-Bryo,Bryum capillare Hedw.,J.Reinoso,,,,,1981,2,5,J. Reinoso.,660,ES,nan,,Caaveiro (A Coruña).,,,Rocas.,,1118-A,SANT:SANT-Bryo:1118-A,HumanObservation
SANT-Bryo,Didymodon ferrugineus (Schimp. ex Besch.) M.O.Hill,M.C.Viera,,,,,1975,8,8,C.Casas.,BH568,ES,C,,Lladorre (Lleida).,,1000.0,Rocas calcáreas mojadas.,,1119-A,SANT:SANT-Bryo:1119-A,HumanObservation
SANT-Bryo,Barbula unguiculata Hedw.,E. Fuertes.,,,,,1976,12,17,E. Fuertes.,BH670,ES,Ab,,Obara (Navarra).,,,Taludes arcillosos en robledal.,,1120-A,SANT:SANT-Bryo:1120-A,HumanObservation
SANT-Bryo,Barbula unguiculata Hedw.,J.Reinoso.,,,,,1983,4,10,J.Reinoso & M.Smyth.,,ES,C,,Campus Universidad de Santiago.,,,Suelo.,,1121-A,SANT:SANT-Bryo:1121-A,HumanObservation
SANT-Bryo,Barbula unguiculata Hedw.,R.M.Ros.,,,,,1989,4,21,R.M.Ros & J.Moya,BH1253,ES,C,,Sierra del Maigmó (Alicante).,YH0665,940.0,Suelo descubierto en pinar.-,,1122-A,SANT:SANT-Bryo:1122-A,HumanObservation
SANT-Bryo,Didymodon vinealis (Brid.) R.H.Zander,M.C.Viera,,,,,,,,J.Varo.,BH788,ES,C,,Sierra Nevada (Granada).,,2000.0,Sobre calizas.,,1123-A,SANT:SANT-Bryo:1123-A,HumanObservation
SANT-Bryo,Bartramia halleriana Hedw.,C.Casas.,Bartramia hallerana Hedw.,,,,1975,7,26,C.Casas.,BH694,ES,C,,Sorpe (Lleida).,,,Sobre rocas en el abetal.,,1125-A,SANT:SANT-Bryo:1125-A,HumanObservation
SANT-Bryo,Bartramia pomiformis Hedw.,M.Smyth.,,,,,1984,5,23,M.Smyth & J.Reinoso.,,ES,C,,Robleda de San Lorenzo (Santiago).,,,Talud.,,1126-A,SANT:SANT-Bryo:1126-A,HumanObservation
SANT-Bryo,Bartramia pomiformis Hedw.,M.C.García-Gesto.,Bartramia pomiformis Heedw.,,,,1985,8,28,M.C.García-Gesto.,,ES,C,,Bacurín (Lugo).,29TPH0659,,Talud borde de camino.,,1127-A,SANT:SANT-Bryo:1127-A,HumanObservation
SANT-Bryo,Bartramia pomiformis Hedw.,J.Izco.,,,,,1971,5,,J.Izco.,BH513,ES,C,,Pinar de Lillo (León).,,,Bajo brezos.,,1127-B,SANT:SANT-Bryo:1127-B,HumanObservation
SANT-Bryo,Bartramia pomiformis Hedw.,C.Casas.,,,,,1971,11,5,J. Izco.,BH361,ES,C,,San Rafael (Segovia).,,,Terrícola en pinar.,,1127-C,SANT:SANT-Bryo:1127-C,HumanObservation
SANT-Bryo,Bartramia pomiformis Hedw.,R.M.Ros.,,,,,1986,3,6,R.M.Ros.,BH1127,ES,C,,Sierra del Relumbrar (Albacete).,,850.0,Fisura roca ácida.,,1127-D,SANT:SANT-Bryo:1127-D,HumanObservation
SANT-Bryo,Bartramia pomiformis Hedw.,J.Alvarez.,,,,,1984,1,28,J.Alvarez.,,ES,C,,Monte del Cargadoiro (Santiago).,29TNH3151,,Talud.,,1127-E,SANT:SANT-Bryo:1127-E,HumanObservation
SANT-Bryo,Bartramia stricta Brid.,A.Losada.,,,,,1991,2,15,"A.Losada, C.D.Hernández & J.M.González.",BH1332,ES,B,,Fuencaliente (La Palma),28RBS2159,,Base de rocas en pinar.,,1128-A,SANT:SANT-Bryo:1128-A,HumanObservation
SANT-Bryo,Bazzania flaccida (Dumort.) Grolle,M.C.Viera,,,cf.,,1973,7,3,C.Casas.,BH524,ES,nan,,Valle de Añisclo (Huesca).,,,Rocas calcáreas.,,1128-A,SANT:SANT-Bryo:1128-A,HumanObservation
SANT-Bryo,Bazzania trilobata (L.) Gray,Rosa M.Cros & M.Infante,,,cf.,,1981,6,11,J. Reinoso.,"1039, 1049",ES,To,,Caaveiro (A Coruña).,,,Tronco de roble en descomposición.,,1129-A,SANT:SANT-Bryo:1129-A,HumanObservation
SANT-Bryo,Chiloscyphus polyanthos (L.) Corda,J.Reinoso,Chiloscyphus polyanthos                                                               ,,,R.M.Ros et al. (2007),1981,6,11,J.Reinoso,"1039, 1049",ES,nan,,Caaveiro (A Coruña).,,,Tronco de roble en descomposición.,,1129-A,SANT:SANT-Bryo:1129-A,HumanObservation
SANT-Bryo,Leucobryum juniperoideum (Brid.) Müll.Hal.,J.Reinoso,Leucobryum juniperinum,,,M.O.Hill et al. (2006),1981,6,11,J.Reinoso,"1039, 1049",ES,C,,Caaveiro (A Coruña).,,,Tronco de roble en descomposición.,,1130-A,SANT:SANT-Bryo:1130-A,HumanObservation
SANT-Bryo,Calypogeia fissa (L.) Raddi,J.Reinoso,Calypogeia fissa,,,R.M.Ros et al. (2007),1981,6,11,J.Reinoso,"1039, 1049",ES,C,,Caaveiro (A Coruña).,,,Tronco de roble en descomposición.,,1130-B,SANT:SANT-Bryo:1130-B,HumanObservation
SANT-Bryo,Bazzania flaccida (Dumort.) Grolle,R. Grolle.,Bazzania flaccida (Dum.)Grolle,,,,1990,5,,M.Infante & P.Heras.,BH1269,ES,L,,Orozco (Vizcaya).,30TW1567,1100.0,Humícola en hayedo.,,1131-A,SANT:SANT-Bryo:1131-A,HumanObservation
SANT-Bryo,Bazzania trilobata (L.) Gray,Rosa M.Cros,,,,,1980,3,1,J.Reinoso.,162,ES,nan,,Caaveiro (A Coruña),,,Tronco de roble en descomposición.,,1131-A,SANT:SANT-Bryo:1131-A,HumanObservation
SANT-Bryo,Leucobryum juniperoideum (Brid.) Müll.Hal.,J.Reinoso,Leucobryum juniperoideum,,,M.O.Hill et al. (2006),1980,3,1,J.Reinoso.,162,ES,Na,,Caaveiro (A Coruña),,,Tronco de roble en descomposición.,,1132-A,SANT:SANT-Bryo:1132-A,HumanObservation
SANT-Bryo,Bazzania tricrenata (Wahlenb.) Lindb.,J.Reinoso.,Bazzania tricrenata (Wohl.)Lindb.,,,,1980,3,1,J.Reinoso.,,ES,C,,Caaveiro (A Coruña).,,,Tronco de roble en descomposición.,,1133-A,SANT:SANT-Bryo:1133-A,HumanObservation
SANT-Bryo,Bazzania tricrenata (Wahlenb.) Lindb.,A.Ederra.,Bazzania tricrenata (Wohl.)Lindb.,,,,1983,6,1,A.Ederra.,BH760,ES,A,,Monte Mendaur (Navarra).,,1150.0,Rocas ácidas rezumantes.,,1134-A,SANT:SANT-Bryo:1134-A,HumanObservation
SANT-Bryo,Bazzania trilobata (L.) Gray,J.Reinoso.,Bazzania trilobata (L.)Gray.,,,,1979,4,12,J.Reinoso.,34,ES,Gr,,Caaveiro (A Coruña).,,,Taludes húmedos,,1135-A,SANT:SANT-Bryo:1135-A,HumanObservation
SANT-Bryo,Plagiochila spinulosa (Dicks.) Dumort.,J.Reinoso,Plagiochila spinulosa,,,R.M.Ros et al. (2007),1979,4,12,J.Reinoso,34,ES,nan,,Caaveiro (A Coruña).,,,Taludes húmedos,,1135-A,SANT:SANT-Bryo:1135-A,HumanObservation
SANT-Bryo,Plagiochila tridenticulata,J.Reinoso,Plagiochila tridentata,,cf.,,1979,4,12,J.Reinoso,34,ES,L,,Caaveiro (A Coruña).,,,Taludes húmedos,,1136-A,SANT:SANT-Bryo:1136-A,HumanObservation
SANT-Bryo,Plagiochila punctata (Taylor) Taylor,J.Reinoso,Plagiochila punctata,,,R.M.Ros et al. (2007),1979,4,12,J.Reinoso,34,ES,C,,Caaveiro (A Coruña).,,,Taludes húmedos,,1137-A,SANT:SANT-Bryo:1137-A,HumanObservation
SANT-Bryo,Diplophyllum albicans (L.) Dumort.,J.Reinoso,D.albicans,,,R.M.Ros et al. (2007),1979,4,12,J.Reinoso,34,ES,Lu,,Caaveiro (A Coruña).,,,Taludes húmedos,,1138-A,SANT:SANT-Bryo:1138-A,HumanObservation
SANT-Bryo,Bazzania trilobata (L.) Gray,J.Reinoso.,Bazzania trilobata (L.)S.Gray,,,,1984,2,29,J. Alvarez.,2502,ES,Le,,Monte de Samil (Santiago).,29TNH3151,,Sobre tierra.,,1139-A,SANT:SANT-Bryo:1139-A,HumanObservation
SANT-Bryo,Kindbergia praelonga (Hedw.) Ochyra,M.C.Viera,,,,,1984,2,29,J. Alvarez.,2502,ES,Sg,,Monte de Samil (Santiago).,29TNH3151,,Sobre tierra.,,1140-A,SANT:SANT-Bryo:1140-A,HumanObservation
SANT-Bryo,Leucobryum juniperoideum (Brid.) Müll.Hal.,J.Reinoso,Leucobryum juniperoideum,,,,1984,2,29,J. Alvarez.,2502,ES,Ab,,Monte de Samil (Santiago).,29TNH3151,,Sobre tierra.,,1142-A,SANT:SANT-Bryo:1142-A,HumanObservation
SANT-Bryo,Polytrichastrum formosum (Hedw.) G.L.Sm.,J.Reinoso,Polytricastrum formosum,,,,1984,2,29,J. Alvarez.,2502,ES,C,,Monte de Samil (Santiago).,29TNH3151,,Sobre tierra.,,1143-A,SANT:SANT-Bryo:1143-A,HumanObservation
